genus	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Leifsonia	0.002027328	0.001012525	0.001012043	0.004030186	0.003029477	0.004040118	0.01011644	0.010127608	0.0151988	0.029472443	0.023211925	0.033343774	0.103092784	0.119085182	0.110952769
Alcanivorax	0.05068321	0.059738971	0.058698512	0.012090558	0.015147384	0.017170503	0.017197948	0.016204173	0.017225307	0.049798266	0.016147426	0.036375027	0.04797387	0.025445552	0.028501629
Cellulophaga	0.05068321	0.007087675	0.013156563	0.056422605	0.040393024	0.021210621	0.014163016	0.02531902	0.029384347	0.013211785	0.036331708	0.035364609	0.035725222	0.018320797	0.06514658
Arenibacter	0.058792523	0.007087675	0.013156563	0.058437698	0.037363547	0.019190562	0.01011644	0.024306259	0.02431808	0.014228076	0.011101355	0.015156261	0.04899459	0.021374263	0.093648208
Labilithrix	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.009104796	0.009114847	0.014185547	0.018293241	0.021193497	0.03132294	0.092885577	0.103817851	0.150651466
Limnoglobus	0.002027328	0.0040501	0.00303613	0.001007547	0.003029477	0.003030089	0.014163016	0.007089326	0.016212054	0.021342114	0.024221139	0.02728127	0.099009901	0.122138648	0.106881107
Xanthobacter	0.003040993	0.001012525	0.001012043	0.012090558	0.013127733	0.014140414	0.022256168	0.042535953	0.034450614	0.050814557	0.035322494	0.044458366	0.069409003	0.058015858	0.046824104
Saccharopolyspora	0.004054657	0.005062625	0.00607226	0.004030186	0.003029477	0.003030089	0.007081508	0.008102086	0.011145787	0.027439861	0.024221139	0.03132294	0.095947739	0.109924783	0.105863192
Parasphingopyxis	0.004054657	0.001012525	0.002024087	0.012090558	0.018176861	0.017170503	0.029337677	0.046586996	0.041543388	0.05284714	0.045414636	0.034354192	0.057160355	0.042748527	0.039698697
Runella	0.034464583	0.007087675	0.01518065	0.056422605	0.063619013	0.032320947	0.026302745	0.050638039	0.064848215	0.013211785	0.022202711	0.037385444	0.005103603	0.00508911	0.006107492
Isosphaera	0	0	0	0	0	0	0.008093152	0.006076565	0.00911928	0.018293241	0.027248781	0.0232396	0.109217107	0.136388157	0.102809446
Chondromyces	0	0	0	0.001007547	0.002019651	0.003030089	0.007081508	0.005063804	0.008106027	0.015244367	0.019175068	0.03132294	0.092885577	0.112978249	0.140472313
Euzebyella	0.046628553	0.00607515	0.010120433	0.04634714	0.027265291	0.014140414	0.007081508	0.014178651	0.016212054	0.010162911	0.008073713	0.014145844	0.060222517	0.025445552	0.129275244
Alistipes	0.01216397	0.003037575	0.00607226	0.022166024	0.023225989	0.014140414	0.016186304	0.022280737	0.027357841	0.028456152	0.021193497	0.029302105	0.071450444	0.075318833	0.063110749
Ornithinimicrobium	0.002027328	0.00202505	0.002024087	0.00302264	0.003029477	0.004040118	0.007081508	0.009114847	0.008106027	0.031505026	0.022202711	0.035364609	0.095947739	0.109924783	0.09771987
Labrys	0.004054657	0.001012525	0.002024087	0.015113198	0.015147384	0.014140414	0.023267813	0.041523192	0.038503627	0.057928595	0.033304066	0.053552122	0.053077473	0.039695061	0.039698697
Lacipirellula	0.001013664	0	0	0.001007547	0.001009826	0.00101003	0.007081508	0.009114847	0.011145787	0.028456152	0.032294852	0.028291687	0.088802695	0.119085182	0.103827362
Agromyces	0.001013664	0	0.001012043	0.00302264	0.004039302	0.004040118	0.016186304	0.011140369	0.02127832	0.028456152	0.020184282	0.029302105	0.089823415	0.097710918	0.104845277
Pantoea	0.03142359	0.028350698	0.030361299	0.018135837	0.020196512	0.018180533	0.019221236	0.037472149	0.031410854	0.037602772	0.025230353	0.038395861	0.037766663	0.028499018	0.028501629
Bacteroides	0.030409926	0.00607515	0.013156563	0.045339594	0.051501106	0.02525074	0.021244524	0.043548714	0.045596401	0.01727695	0.033304066	0.049510453	0.012248648	0.009160399	0.019340391
Phytohabitans	0.003040993	0.00202505	0.00303613	0.005037733	0.006058954	0.007070207	0.012139728	0.012153129	0.0151988	0.033537608	0.019175068	0.032333357	0.087781974	0.09363963	0.089576547
Streptosporangium	0.002027328	0.001012525	0.001012043	0.004030186	0.003029477	0.003030089	0.00505822	0.01316589	0.011145787	0.034553899	0.025230353	0.032333357	0.09696846	0.094657452	0.091612378
Formosa	0.040546568	0.00607515	0.013156563	0.051384873	0.044432327	0.023230681	0.016186304	0.032408345	0.035463867	0.013211785	0.027248781	0.037385444	0.022455854	0.011196043	0.037662866
Methylosinus	0.002027328	0.001012525	0.001012043	0.009067919	0.012117907	0.013130385	0.028326033	0.042535953	0.043569894	0.045733102	0.038350137	0.034354192	0.055118914	0.039695061	0.045806189
Tessaracoccus	0.001013664	0	0	0.00302264	0.003029477	0.003030089	0.009104796	0.010127608	0.01215904	0.030488734	0.019175068	0.03132294	0.091864857	0.100764384	0.094666124
Paludisphaera	0	0	0	0.001007547	0.001009826	0.00101003	0.016186304	0.011140369	0.022291574	0.025407279	0.025230353	0.020208348	0.088802695	0.105853495	0.091612378
Rubrobacter	0.001013664	0	0	0.00302264	0.003029477	0.003030089	0.013151372	0.016204173	0.01823856	0.028456152	0.021193497	0.026270852	0.088802695	0.094657452	0.089576547
Croceicoccus	0.002027328	0.001012525	0.001012043	0.008060372	0.011108082	0.011110326	0.021244524	0.02633178	0.035463867	0.045733102	0.048442278	0.079822975	0.041849546	0.031552484	0.029519544
Sphingosinicella	0.004054657	0	0.001012043	0.010075465	0.011108082	0.011110326	0.01517466	0.031395584	0.02431808	0.046749393	0.04642385	0.052541705	0.045932428	0.042748527	0.04784202
Nitrobacter	0.003040993	0.001012525	0.002024087	0.008060372	0.011108082	0.012120355	0.018209592	0.028357302	0.023304827	0.047765684	0.027248781	0.029302105	0.071450444	0.053944569	0.046824104
Roseomonas	0.005068321	0.00202505	0.00303613	0.008060372	0.008078605	0.009090266	0.012139728	0.020255216	0.017225307	0.057928595	0.028257995	0.042437531	0.060222517	0.054962391	0.052931596
Phenylobacterium	0.004054657	0	0.001012043	0.007052826	0.008078605	0.008080237	0.012139728	0.018229694	0.01823856	0.058944887	0.033304066	0.053552122	0.052056752	0.049873281	0.052931596
Ciceribacter	0.004054657	0.001012525	0.001012043	0.010075465	0.007068779	0.006060178	0.012139728	0.048612518	0.030397601	0.041667937	0.021193497	0.02728127	0.068388282	0.045801993	0.051913681
Pseudoalteromonas	0.040546568	0.032400798	0.033397429	0.025188663	0.029284942	0.022220651	0.019221236	0.032408345	0.031410854	0.024390988	0.021193497	0.022229183	0.017352251	0.010178221	0.014250814
Curtobacterium	0	0	0	0.002015093	0.002019651	0.002020059	0.009104796	0.011140369	0.0151988	0.023374696	0.021193497	0.028291687	0.08063693	0.090586164	0.090594463
Opitutus	0.001013664	0	0.001012043	0.002015093	0.003029477	0.003030089	0.011128084	0.010127608	0.014185547	0.01727695	0.021193497	0.022229183	0.085740533	0.103817851	0.080415309
Diaphorobacter	0.008109314	0.00202505	0.002024087	0.012090558	0.011108082	0.012120355	0.009104796	0.036459388	0.017225307	0.047765684	0.018165854	0.030312522	0.0643054	0.050891103	0.053949511
Phycicoccus	0	0	0	0.001007547	0.001009826	0.00101003	0.00505822	0.007089326	0.007092773	0.022358405	0.024221139	0.032333357	0.083699092	0.096693096	0.092630293
Aquimarina	0.034464583	0.005062625	0.011132476	0.041309407	0.04140285	0.022220651	0.018209592	0.028357302	0.032424107	0.011179203	0.031285638	0.034354192	0.017352251	0.010178221	0.03257329
Spiribacter	0.014191299	0.017212924	0.016192693	0.005037733	0.00908843	0.010100296	0.014163016	0.009114847	0.013172294	0.049798266	0.014128998	0.021218765	0.072471165	0.050891103	0.052931596
Clavibacter	0.002027328	0	0	0.00302264	0.002019651	0.002020059	0.006069864	0.009114847	0.00911928	0.018293241	0.021193497	0.025260435	0.077574768	0.091603986	0.100773616
Dokdonella	0.001013664	0	0	0.001007547	0.001009826	0	0.003034932	0.005063804	0.005066267	0.080287001	0.013119784	0.025260435	0.108196387	0.055980214	0.064128664
Pseudorhodoplanes	0.006081985	0.00202505	0.002024087	0.014105651	0.012117907	0.012120355	0.014163016	0.047599757	0.030397601	0.04471681	0.036331708	0.045468783	0.036745943	0.028499018	0.027483713
Nitrospirillum	0.003040993	0	0	0.007052826	0.005049128	0.006060178	0.006069864	0.018229694	0.014185547	0.051830849	0.023211925	0.058604209	0.058181076	0.056998036	0.04987785
Azorhizobium	0.003040993	0.001012525	0.002024087	0.014105651	0.014137558	0.014140414	0.018209592	0.030382824	0.025331334	0.045733102	0.031285638	0.041427114	0.043890987	0.033588128	0.035627036
Blastomonas	0.004054657	0.00202505	0.00303613	0.011083012	0.015147384	0.015150444	0.022256168	0.033421106	0.029384347	0.028456152	0.032294852	0.044458366	0.039808105	0.039695061	0.033591205
Hydrocarboniclastica	0.089202449	0.103277543	0.094120028	0.009067919	0.011108082	0.014140414	0	0	0	0.007114038	0.003027642	0.002020835	0.008165765	0.006106932	0.005089577
Rhodothermus	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.00505822	0.003038282	0.005066267	0.020325823	0.01715664	0.019197931	0.087781974	0.105853495	0.081433225
Jiangella	0	0	0	0.002015093	0.002019651	0.00101003	0.011128084	0.01316589	0.017225307	0.021342114	0.018165854	0.029302105	0.073491885	0.078372299	0.080415309
Microlunatus	0.004054657	0.00202505	0.002024087	0.005037733	0.007068779	0.008080237	0.013151372	0.015191412	0.016212054	0.027439861	0.020184282	0.028291687	0.0643054	0.067176256	0.061074919
Streptacidiphilus	0.001013664	0	0	0.00302264	0.003029477	0.003030089	0.00505822	0.012153129	0.008106027	0.024390988	0.019175068	0.040416696	0.071450444	0.075318833	0.073289902
Rhodoplanes	0.002027328	0.001012525	0.001012043	0.007052826	0.010098256	0.010100296	0.019221236	0.02633178	0.027357841	0.042684228	0.026239567	0.02728127	0.052056752	0.039695061	0.042752443
Luteibacter	0.006081985	0.00607515	0.00607226	0.001007547	0.001009826	0.00101003	0.004046576	0.004051043	0.005066267	0.06199376	0.014128998	0.02728127	0.090844136	0.052926747	0.052931596
Niveispirillum	0.003040993	0.003037575	0.004048173	0.006045279	0.012117907	0.012120355	0.019221236	0.022280737	0.025331334	0.05284714	0.036331708	0.058604209	0.031642339	0.020356441	0.025447883
Dickeya	0.017232291	0.019237974	0.020240866	0.009067919	0.012117907	0.013130385	0.016186304	0.024306259	0.023304827	0.02642357	0.019175068	0.028291687	0.037766663	0.033588128	0.03257329
Saccharothrix	0.002027328	0.00202505	0.002024087	0.002015093	0.002019651	0.003030089	0.009104796	0.006076565	0.01215904	0.023374696	0.019175068	0.028291687	0.068388282	0.076336655	0.076343648
Youhaiella	0.001013664	0	0.001012043	0.007052826	0.00908843	0.010100296	0.021244524	0.033421106	0.030397601	0.033537608	0.023211925	0.020208348	0.051036031	0.042748527	0.043770358
Zobellia	0.042573896	0.00607515	0.00910839	0.041309407	0.026255466	0.014140414	0.007081508	0.018229694	0.017225307	0.010162911	0.007064499	0.009093757	0.037766663	0.017302975	0.062092834
Cellulosimicrobium	0	0	0	0.00302264	0.002019651	0.002020059	0.00505822	0.004051043	0.00607952	0.019309532	0.016147426	0.02728127	0.071450444	0.084479231	0.084486971
Roseimaritima	0	0	0	0.001007547	0.002019651	0.00101003	0.006069864	0.004051043	0.00911928	0.021342114	0.026239567	0.020208348	0.067367561	0.08855052	0.078379479
Pseudarthrobacter	0.003040993	0	0.001012043	0.006045279	0.008078605	0.008080237	0.012139728	0.015191412	0.0151988	0.028456152	0.019175068	0.022229183	0.061243238	0.066158434	0.057003257
Azotobacter	0.021286948	0.024300598	0.026313126	0.006045279	0.006058954	0.007070207	0.008093152	0.009114847	0.011145787	0.039635355	0.021193497	0.025260435	0.051036031	0.030534662	0.035627036
Archangium	0	0	0	0.001007547	0.001009826	0.002020059	0.006069864	0.004051043	0.00911928	0.016260658	0.020184282	0.0232396	0.067367561	0.080407943	0.088558632
Pseudovibrio	0.008109314	0.0040501	0.005060217	0.015113198	0.019186686	0.023230681	0.031360965	0.043548714	0.036477121	0.041667937	0.019175068	0.013135426	0.024497295	0.016285153	0.01730456
Lichenihabitans	0.002027328	0	0.001012043	0.007052826	0.007068779	0.006060178	0.01011644	0.035446628	0.023304827	0.030488734	0.026239567	0.021218765	0.053077473	0.045801993	0.038680782
Alteromonas	0.049669545	0.052651297	0.047566036	0.015113198	0.017167035	0.014140414	0.007081508	0.016204173	0.016212054	0.010162911	0.012110569	0.012125009	0.013269368	0.010178221	0.013232899
Acidiphilium	0.005068321	0	0.001012043	0.012090558	0.010098256	0.010100296	0.011128084	0.030382824	0.020265067	0.03557019	0.019175068	0.038395861	0.036745943	0.037659416	0.037662866
Halioglobus	0.01925962	0.022275549	0.022264953	0.005037733	0.007068779	0.009090266	0.009104796	0.005063804	0.011145787	0.03557019	0.015138212	0.012125009	0.050015311	0.042748527	0.037662866
Citromicrobium	0.003040993	0	0.001012043	0.006045279	0.007068779	0.007070207	0.013151372	0.022280737	0.020265067	0.031505026	0.036331708	0.035364609	0.045932428	0.039695061	0.03257329
Solimonas	0.002027328	0.00202505	0.002024087	0.001007547	0.001009826	0.00101003	0.025291101	0.007089326	0.01823856	0.053863431	0.013119784	0.020208348	0.0643054	0.040712883	0.045806189
Saccharomonospora	0.001013664	0	0	0.002015093	0.001009826	0.00101003	0.008093152	0.008102086	0.013172294	0.021342114	0.01715664	0.025260435	0.060222517	0.065140612	0.070236156
Ferrovibrio	0.004054657	0.001012525	0.001012043	0.009067919	0.012117907	0.012120355	0.014163016	0.024306259	0.019251814	0.056912304	0.015138212	0.053552122	0.027559457	0.018320797	0.022394137
Maritalea	0.009122978	0.00607515	0.00607226	0.012090558	0.01615721	0.015150444	0.021244524	0.034433867	0.025331334	0.045733102	0.01715664	0.014145844	0.027559457	0.019338619	0.020358306
Pyruvatibacter	0.006081985	0.003037575	0.002024087	0.006045279	0.005049128	0.005050148	0.009104796	0.031395584	0.0151988	0.05284714	0.032294852	0.026270852	0.041849546	0.028499018	0.024429967
Verrucosispora	0	0	0	0.00302264	0.005049128	0.005050148	0.011128084	0.011140369	0.013172294	0.016260658	0.016147426	0.020208348	0.057160355	0.068194078	0.060057003
Cystobacter	0.006081985	0.00607515	0.00607226	0.004030186	0.005049128	0.006060178	0.01011644	0.008102086	0.010132534	0.013211785	0.012110569	0.020208348	0.051036031	0.061069324	0.066164495
Methyloligella	0.002027328	0.001012525	0.001012043	0.005037733	0.005049128	0.007070207	0.01011644	0.02531902	0.02127832	0.041667937	0.024221139	0.038395861	0.041849546	0.031552484	0.029519544
Sediminicola	0.036491911	0.005062625	0.008096347	0.036271675	0.023225989	0.013130385	0.008093152	0.015191412	0.017225307	0.00914662	0.009082927	0.011114591	0.028580178	0.013231687	0.050895765
Neisseria	0.006081985	0.005062625	0.005060217	0.005037733	0.004039302	0.005050148	0.007081508	0.008102086	0.011145787	0.024390988	0.018165854	0.0232396	0.050015311	0.054962391	0.04987785
Melittangium	0	0	0	0.001007547	0.002019651	0.002020059	0.006069864	0.004051043	0.00607952	0.015244367	0.016147426	0.018187513	0.062263958	0.075318833	0.068200326
Sphingosinithalassobacter	0.007095649	0.00607515	0.00607226	0.006045279	0.006058954	0.005050148	0.009104796	0.02633178	0.02127832	0.029472443	0.030276424	0.03132294	0.03266306	0.025445552	0.031555375
Granulicella	0.001013664	0	0	0.001007547	0.002019651	0.00101003	0.007081508	0.005063804	0.010132534	0.015244367	0.016147426	0.020208348	0.058181076	0.073283189	0.062092834
Pelobacter	0.003040993	0.003037575	0.004048173	0.002015093	0.004039302	0.003030089	0.008093152	0.004051043	0.008106027	0.021342114	0.013119784	0.019197931	0.055118914	0.066158434	0.058021173
Alcaligenes	0.01925962	0.020250499	0.017204736	0.010075465	0.015147384	0.018180533	0.024279457	0.02531902	0.027357841	0.024390988	0.012110569	0.010104174	0.022455854	0.014249509	0.011197068
Leucobacter	0.001013664	0	0	0.002015093	0.002019651	0.003030089	0.006069864	0.01316589	0.010132534	0.016260658	0.016147426	0.015156261	0.060222517	0.06412279	0.062092834
Dokdonia	0.032437254	0.005062625	0.010120433	0.038286768	0.032314419	0.016160474	0.011128084	0.022280737	0.023304827	0.00914662	0.014128998	0.020208348	0.012248648	0.007124754	0.01526873
Olsenella	0.004054657	0.003037575	0.00303613	0.00302264	0.005049128	0.005050148	0.01011644	0.008102086	0.010132534	0.018293241	0.013119784	0.016166678	0.056139635	0.061069324	0.052931596
Asticcacaulis	0.004054657	0.003037575	0.00303613	0.006045279	0.007068779	0.007070207	0.01011644	0.02633178	0.017225307	0.039635355	0.03431328	0.022229183	0.034704501	0.026463374	0.025447883
Arenimonas	0.001013664	0.001012525	0.001012043	0.001007547	0.001009826	0.00101003	0.001011644	0.001012761	0.002026507	0.054879722	0.009082927	0.020208348	0.08165765	0.044784171	0.045806189
Pseudodesulfovibrio	0.004054657	0.00607515	0.005060217	0.00302264	0.004039302	0.004040118	0.01011644	0.008102086	0.01215904	0.01727695	0.015138212	0.020208348	0.050015311	0.056998036	0.04987785
Rhodomicrobium	0.001013664	0	0	0.005037733	0.003029477	0.003030089	0.009104796	0.024306259	0.019251814	0.03557019	0.033304066	0.0232396	0.037766663	0.03460595	0.034609121
Methylovirgula	0.002027328	0	0.001012043	0.006045279	0.008078605	0.008080237	0.016186304	0.036459388	0.026344587	0.029472443	0.022202711	0.015156261	0.039808105	0.027481196	0.023412052
Thiomonas	0.007095649	0.008100199	0.00910839	0.004030186	0.005049128	0.005050148	0.008093152	0.01316589	0.01215904	0.025407279	0.014128998	0.026270852	0.046953149	0.042748527	0.033591205
Tenacibaculum	0.023314276	0.003037575	0.007084303	0.027203756	0.022216163	0.011110326	0.009104796	0.017216933	0.019251814	0.007114038	0.039359351	0.028291687	0.013269368	0.008142577	0.024429967
Erwinia	0.020273284	0.021263024	0.02125291	0.009067919	0.010098256	0.011110326	0.011128084	0.024306259	0.019251814	0.027439861	0.011101355	0.012125009	0.029600898	0.015267331	0.01730456
Lentilitoribacter	0.003040993	0.00202505	0.002024087	0.009067919	0.014137558	0.012120355	0.021244524	0.035446628	0.031410854	0.027439861	0.018165854	0.010104174	0.03266306	0.022392085	0.018322476
Janibacter	0.002027328	0.001012525	0.001012043	0.00302264	0.004039302	0.005050148	0.007081508	0.008102086	0.008106027	0.018293241	0.011101355	0.017177096	0.056139635	0.058015858	0.059039088
Blattabacterium	0.018245955	0.0040501	0.008096347	0.030226396	0.037363547	0.018180533	0.014163016	0.027344541	0.036477121	0.008130329	0.018165854	0.021218765	0.004082883	0.003053466	0.009161238
Ramlibacter	0.006081985	0.005062625	0.005060217	0.007052826	0.005049128	0.007070207	0.006069864	0.01316589	0.014185547	0.03557019	0.013119784	0.021218765	0.044911708	0.03460595	0.039698697
Vulgatibacter	0	0	0	0	0	0	0.004046576	0.002025522	0.00607952	0.013211785	0.011101355	0.017177096	0.060222517	0.066158434	0.077361564
Georgenia	0	0	0	0.002015093	0.004039302	0.004040118	0.007081508	0.004051043	0.008106027	0.013211785	0.015138212	0.019197931	0.054098193	0.063104968	0.062092834
Delftia	0.005068321	0.003037575	0.00303613	0.006045279	0.008078605	0.007070207	0.011128084	0.015191412	0.0151988	0.022358405	0.015138212	0.024250018	0.039808105	0.039695061	0.040716612
Mycobacteroides	0.008109314	0.008100199	0.008096347	0.007052826	0.00908843	0.009090266	0.014163016	0.015191412	0.017225307	0.01727695	0.016147426	0.014145844	0.035725222	0.039695061	0.036644951
Luteitalea	0.001013664	0.001012525	0.001012043	0	0	0	0.002023288	0.001012761	0.00303976	0.012195494	0.013119784	0.017177096	0.057160355	0.075318833	0.068200326
Nocardiopsis	0	0	0	0.001007547	0.001009826	0.002020059	0.00505822	0.005063804	0.007092773	0.019309532	0.014128998	0.022229183	0.055118914	0.058015858	0.062092834
Thermus	0.001013664	0	0	0.00302264	0.003029477	0.003030089	0.00505822	0.009114847	0.008106027	0.013211785	0.014128998	0.017177096	0.054098193	0.065140612	0.055985342
Yersinia	0.022300612	0.018225449	0.02125291	0.017128291	0.020196512	0.015150444	0.014163016	0.021267977	0.023304827	0.01727695	0.011101355	0.015156261	0.012248648	0.010178221	0.012214984
Agrococcus	0	0	0	0.001007547	0.001009826	0.00101003	0.003034932	0.003038282	0.00303976	0.01727695	0.012110569	0.020208348	0.060222517	0.066158434	0.063110749
Nakamurella	0	0	0	0.00302264	0.005049128	0.005050148	0.01011644	0.010127608	0.01215904	0.022358405	0.012110569	0.021218765	0.04899459	0.049873281	0.04987785
Rubinisphaera	0	0	0	0.001007547	0	0.00101003	0.002023288	0.003038282	0.004053013	0.027439861	0.031285638	0.018187513	0.042870266	0.058015858	0.060057003
Verrucomicrobium	0.001013664	0	0	0.00302264	0.004039302	0.004040118	0.01011644	0.005063804	0.01215904	0.012195494	0.015138212	0.016166678	0.04899459	0.060051502	0.054967427
Duganella	0.004054657	0.0040501	0.005060217	0.004030186	0.006058954	0.006060178	0.011128084	0.011140369	0.0151988	0.022358405	0.019175068	0.025260435	0.036745943	0.038677238	0.037662866
Aerosticca	0.001013664	0	0	0.001007547	0.001009826	0.002020059	0.002023288	0.004051043	0.00303976	0.041667937	0.013119784	0.018187513	0.066346841	0.047837637	0.043770358
Streptococcus	0.020273284	0.008100199	0.011132476	0.022166024	0.028275117	0.015150444	0.011128084	0.029370063	0.023304827	0.015244367	0.018165854	0.017177096	0.008165765	0.006106932	0.009161238
Providencia	0.049669545	0.053663821	0.051614209	0.009067919	0.012117907	0.010100296	0.003034932	0.011140369	0.007092773	0.006097747	0.007064499	0.005052087	0.007145044	0.00508911	0.005089577
Pirellula	0	0	0	0.001007547	0.001009826	0.00101003	0.008093152	0.007089326	0.010132534	0.023374696	0.027248781	0.015156261	0.036745943	0.051908925	0.058021173
Lentzea	0.002027328	0.001012525	0.002024087	0.002015093	0.004039302	0.004040118	0.009104796	0.005063804	0.00911928	0.016260658	0.013119784	0.017177096	0.04797387	0.055980214	0.051913681
Dietzia	0.003040993	0.00202505	0.002024087	0.00302264	0.003029477	0.003030089	0.012139728	0.010127608	0.0151988	0.015244367	0.011101355	0.014145844	0.046953149	0.047837637	0.051913681
Simiduia	0.060819852	0.053663821	0.046553993	0.004030186	0.006058954	0.007070207	0	0.001012761	0.001013253	0.011179203	0.003027642	0.00404167	0.01633153	0.012213865	0.012214984
Isoptericola	0	0	0	0	0	0	0.00505822	0.003038282	0.00607952	0.016260658	0.013119784	0.016166678	0.056139635	0.063104968	0.059039088
Methylococcus	0.004054657	0.00607515	0.00607226	0.002015093	0.002019651	0.002020059	0.007081508	0.004051043	0.00911928	0.023374696	0.013119784	0.018187513	0.052056752	0.045801993	0.041734528
Afipia	0.001013664	0	0.001012043	0.006045279	0.008078605	0.007070207	0.017197948	0.031395584	0.027357841	0.023374696	0.024221139	0.015156261	0.030621619	0.022392085	0.021376221
Cobetia	0.010136642	0.010125249	0.010120433	0.007052826	0.010098256	0.011110326	0.016186304	0.022280737	0.020265067	0.025407279	0.012110569	0.014145844	0.031642339	0.017302975	0.018322476
Roseococcus	0	0	0	0.001007547	0.001009826	0.00101003	0.002023288	0.007089326	0.007092773	0.031505026	0.015138212	0.033343774	0.043890987	0.047837637	0.044788274
Leclercia	0.011150306	0.010125249	0.010120433	0.011083012	0.015147384	0.015150444	0.018209592	0.017216933	0.02127832	0.021342114	0.012110569	0.017177096	0.018372971	0.020356441	0.016286645
Actinomarinicola	0	0	0	0	0	0	0.001011644	0.003038282	0.002026507	0.012195494	0.008073713	0.035364609	0.046953149	0.052926747	0.073289902
Cyanobium	0.007095649	0.00607515	0.00607226	0.005037733	0.006058954	0.005050148	0.007081508	0.011140369	0.010132534	0.014228076	0.013119784	0.016166678	0.041849546	0.045801993	0.038680782
Actinosynnema	0	0	0	0.00302264	0.005049128	0.005050148	0.013151372	0.005063804	0.014185547	0.014228076	0.013119784	0.019197931	0.043890987	0.047837637	0.048859935
Singulisphaera	0	0	0	0.001007547	0	0.00101003	0.007081508	0.006076565	0.00911928	0.011179203	0.016147426	0.014145844	0.045932428	0.062087146	0.058021173
Rhizorhabdus	0	0	0.001012043	0.005037733	0.010098256	0.010100296	0.019221236	0.008102086	0.022291574	0.020325823	0.015138212	0.0232396	0.031642339	0.031552484	0.033591205
Beijerinckia	0.001013664	0	0.001012043	0.005037733	0.002019651	0.00101003	0.006069864	0.034433867	0.022291574	0.025407279	0.021193497	0.012125009	0.044911708	0.02951684	0.025447883
Flammeovirga	0.014191299	0.003037575	0.007084303	0.024181117	0.029284942	0.015150444	0.012139728	0.023293498	0.026344587	0.006097747	0.02926721	0.030312522	0.001020721	0.003053466	0.004071661
Ectothiorhodospira	0.008109314	0.008100199	0.00910839	0.00302264	0.004039302	0.004040118	0.007081508	0.008102086	0.008106027	0.037602772	0.011101355	0.017177096	0.046953149	0.026463374	0.028501629
Aquitalea	0.016218627	0.017212924	0.016192693	0.009067919	0.013127733	0.011110326	0.013151372	0.012153129	0.014185547	0.015244367	0.014128998	0.016166678	0.019393692	0.021374263	0.018322476
Rubrivivax	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.003034932	0.004051043	0.00607952	0.027439861	0.011101355	0.022229183	0.055118914	0.049873281	0.040716612
Marichromatium	0.001013664	0	0.001012043	0.001007547	0.001009826	0.00101003	0.00505822	0.008102086	0.008106027	0.041667937	0.009082927	0.014145844	0.061243238	0.035623772	0.038680782
Salinibacter	0	0	0	0.001007547	0.001009826	0	0.00505822	0.004051043	0.007092773	0.014228076	0.013119784	0.015156261	0.053077473	0.060051502	0.051913681
Serinicoccus	0.002027328	0.00202505	0.001012043	0.001007547	0.001009826	0.00101003	0.006069864	0.005063804	0.008106027	0.010162911	0.013119784	0.019197931	0.042870266	0.051908925	0.060057003
Pigmentiphaga	0.003040993	0.003037575	0.00303613	0.005037733	0.006058954	0.008080237	0.011128084	0.019242455	0.01823856	0.028456152	0.011101355	0.029302105	0.029600898	0.021374263	0.026465798
Emcibacter	0.002027328	0.001012525	0.001012043	0.008060372	0.008078605	0.006060178	0.012139728	0.031395584	0.025331334	0.024390988	0.016147426	0.018187513	0.029600898	0.020356441	0.019340391
Clostridium	0.015204963	0.003037575	0.005060217	0.021158477	0.024235814	0.012120355	0.012139728	0.021267977	0.026344587	0.006097747	0.026239567	0.026270852	0.005103603	0.00508911	0.013232899
Cronobacter	0.009122978	0.012150299	0.01214452	0.006045279	0.012117907	0.015150444	0.02023288	0.011140369	0.020265067	0.021342114	0.012110569	0.014145844	0.020414413	0.017302975	0.01730456
Gemmatirosa	0	0	0	0.001007547	0.002019651	0.002020059	0.011128084	0.007089326	0.013172294	0.011179203	0.011101355	0.013135426	0.042870266	0.049873281	0.055985342
Desulfosarcina	0.004054657	0.00202505	0.00303613	0.005037733	0.007068779	0.007070207	0.01011644	0.010127608	0.01215904	0.020325823	0.014128998	0.015156261	0.035725222	0.038677238	0.035627036
Variibacter	0.004054657	0.003037575	0.00303613	0.006045279	0.006058954	0.006060178	0.009104796	0.022280737	0.017225307	0.02642357	0.023211925	0.020208348	0.027559457	0.021374263	0.024429967
Crateriforma	0.001013664	0.001012525	0.001012043	0.001007547	0.002019651	0.003030089	0.007081508	0.004051043	0.007092773	0.018293241	0.022202711	0.014145844	0.034704501	0.050891103	0.050895765
Serpentinomonas	0.009122978	0.010125249	0.010120433	0.004030186	0.004039302	0.006060178	0.009104796	0.006076565	0.010132534	0.016260658	0.010092141	0.014145844	0.037766663	0.036641594	0.034609121
